,OverallQual,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,GarageFinish,GarageCars,GarageArea,2Types,Attchd,Basment,BuiltIn,CarPort,Detchd,None,SalePrice
0,0.6508523254135918,0.8907774604376527,True,True,-0.7941908509666846,0.3700549424761217,0.7901800304664988,0.9121281786306986,0.28305006000826477,0.3118418388805581,0.3506601513515196,0,1,0,0,0,0,0,208500
1,-0.07237200267355982,0.8907774604376527,True,True,0.25642614663149355,-0.4825139125769872,0.7901800304664988,-0.31838038597604135,0.28305006000826477,0.3118418388805581,-0.06094660075647254,0,1,0,0,0,0,0,181500
2,0.6508523254135918,0.8907774604376527,True,True,-0.6285763488822428,0.5146871589583456,0.7901800304664988,-0.31838038597604135,0.28305006000826477,0.3118418388805581,0.6313011186978779,0,1,0,0,0,0,0,223500
3,0.6508523254135918,-0.15143931163815763,True,True,-0.5224795584843972,0.38337633083632655,-1.025367472605346,0.29687389632732863,-0.9496963207441482,1.6500102004297763,0.7903310001941476,0,0,0,0,0,1,0,140000
4,1.3740766535007436,0.8907774604376527,True,True,-0.046337864991626766,1.298746016730401,0.7901800304664988,1.5273824609340687,0.28305006000826477,1.6500102004297763,1.6977367946140394,0,1,0,0,0,0,0,250000
5,-0.7955963307607115,0.8907774604376527,True,True,-0.9494544466708489,-0.29220836457406113,-1.025367472605346,-0.9336346682794113,-0.9496963207441482,0.3118418388805581,0.03260038835898022,0,1,0,0,0,0,0,143000
6,1.3740766535007436,0.8907774604376527,True,True,1.3743240357014763,0.33960605479565353,0.7901800304664988,0.29687389632732863,0.28305006000826477,0.3118418388805581,0.7622669034595118,0,1,0,0,0,0,0,307000
7,0.6508523254135918,0.8907774604376527,True,True,-0.14467147560426413,1.093216024887241,0.7901800304664988,0.29687389632732863,0.28305006000826477,0.3118418388805581,0.05130978618207077,0,1,0,0,0,0,0,200000
8,0.6508523254135918,-0.15143931163815763,True,False,-0.3646282361851635,0.4918504931979944,0.7901800304664988,0.9121281786306986,-0.9496963207441482,0.3118418388805581,-0.023527805110291438,0,0,0,0,0,1,0,129900
9,-0.7955963307607115,0.8907774604376527,True,True,-0.22230327345634626,-0.8345791763824005,-1.025367472605346,-0.9336346682794113,0.28305006000826477,-1.0263265226686602,-1.2536707119784953,0,1,0,0,0,0,0,118000
10,-0.7955963307607115,0.8907774604376527,True,True,-0.3180491574739142,-0.9049922291434831,-1.025367472605346,-0.9336346682794113,-0.9496963207441482,-1.0263265226686602,-0.41642515939519303,0,0,0,0,0,1,0,129500
11,2.097300981587895,0.8907774604376527,True,True,0.04940801902594119,1.5385310072140879,2.6057275335383436,2.757891025540809,1.5157964407606777,1.6500102004297763,1.2300018490367757,0,0,0,1,0,0,0,345000
12,-0.7955963307607115,-1.193656083713968,True,True,-0.649278161642798,-1.1485833305872286,-1.025367472605346,-1.5488889505827814,-0.9496963207441482,-1.0263265226686602,-0.5661003419799174,0,0,0,0,0,1,0,144000
13,0.6508523254135918,0.8907774604376527,True,True,0.8567787166875953,-0.041005041210198656,0.7901800304664988,0.29687389632732863,0.28305006000826477,1.6500102004297763,1.71644619243713,0,1,0,0,0,0,0,279500
14,-0.07237200267355982,-1.193656083713968,True,True,0.2331366072758689,-0.49964141189725053,-1.025367472605346,-0.9336346682794113,0.28305006000826477,-1.0263265226686602,-0.5661003419799174,0,1,0,0,0,0,0,157000
15,0.6508523254135918,0.8907774604376527,True,False,-0.7993663041568234,-1.2589605484289257,-1.025367472605346,-0.9336346682794113,-0.9496963207441482,0.3118418388805581,0.48162593611315346,0,0,0,0,0,1,0,132000
16,-0.07237200267355982,0.8907774604376527,True,True,-0.41120731489641277,-0.9735022264245365,-1.025367472605346,-0.9336346682794113,1.5157964407606777,0.3118418388805581,0.03260038835898022,0,1,0,0,0,0,0,149000
